218.0	178.0	0.11111111	0.0	0.8333327	0.54772234	1.1111094	0.5443307	59.62963	52.444443	75.22222	51.22222	-21.555555	46.77778	-25.222221	75.22222	0.31899637	-2.0405545
32.0	173.0	0.0	0.0	1.7222217	1.7815932	9.0	6.749488	43.592594	39.555557	52.88889	38.333336	-12.111111	27.88889	-15.777778	52.88889	0.26691392	-1.9988575
61.0	197.0	0.0	0.0	1.4444441	1.5153533	2.6111107	1.9254634	49.592594	44.22222	61.555557	43.0	-16.11111	35.88889	-19.777779	61.555557	0.30292457	-2.0222743
149.0	185.0	0.0	0.0	1.5555553	1.0680546	3.0555553	1.9254627	49.333332	45.333332	59.555557	43.11111	-12.0	30.666666	-18.666666	59.555557	0.2758892	-1.9527698
86.0	197.0	0.11111111	0.11111111	1.611112	1.4516907	1.2777786	1.1038647	63.22222	56.22222	77.77778	55.666668	-21.0	43.666668	-22.666666	77.77778	0.28533262	-2.06802
203.0	182.0	0.0	0.0	3.722222	2.576964	3.6111114	1.705112	54.925926	49.444443	68.111115	47.22222	-16.444445	39.555557	-23.11111	68.111115	0.3067216	-1.9803478
5.0	210.0	0.0	0.11111111	2.1666672	1.6699982	4.444444	2.613356	51.296295	45.444443	64.333336	44.11111	-17.555555	39.11111	-21.555555	64.333336	0.3175664	-2.0208955
63.0	201.0	0.0	0.0	2.1111119	1.7341882	2.5000007	1.656637	61.62963	54.88889	76.44444	53.555557	-20.222221	44.444443	-24.222221	76.44444	0.29921305	-2.0341187
50.0	199.0	0.0	0.0	3.2222226	2.9789395	5.611111	4.6159945	55.666668	49.11111	69.77778	48.11111	-19.666666	42.333332	-22.666666	69.77778	0.31241447	-2.0454311
54.0	176.0	0.0	0.0	2.1111126	0.68853056	2.6666672	2.6915512	50.666668	46.0	62.666668	43.333332	-14.0	36.0	-22.0	62.666668	0.30857325	-1.9514097
215.0	182.0	0.0	0.0	2.5555553	1.4707013	2.7222226	1.9823296	54.185184	48.555557	67.22222	46.77778	-16.88889	39.11111	-22.222221	67.22222	0.30405003	-2.0040817
110.0	182.0	0.0	0.0	2.3888893	1.7940235	2.555556	1.5587274	46.37037	42.666668	56.333332	40.11111	-11.111111	29.88889	-18.777779	56.333332	0.28764573	-1.9300476
235.0	196.0	0.0	0.0	1.6666666	1.333334	2.222222	1.1482682	47.25926	41.77778	58.555557	41.444443	-16.444445	33.88889	-17.444445	58.555557	0.29423782	-2.0746155
4.0	210.0	0.0	0.0	4.7222233	4.018937	5.722222	2.184966	49.74074	44.22222	62.22222	42.77778	-16.555555	37.444443	-20.88889	62.22222	0.3142778	-2.0144343
175.0	188.0	0.0	0.0	2.9999993	2.5733685	2.3333328	1.2995725	55.77778	49.666668	69.111115	48.555557	-18.333334	40.0	-21.666666	69.111115	0.29629385	-2.0396667
