50	21	77	0	28	0	27	48	22
55	0	92	0	0	26	36	92	56
85	0	88	-4	6	1	3	83	80
56	0	81	0	-4	11	25	86	62
53	8	77	0	28	0	23	48	24
106	2	108	0	70	0	1	38	36
55	-1	98	0	52	8	42	46	4
79	5	83	0	-46	0	4	130	126
56	3	97	0	46	9	41	51	10
56	0	79	0	16	3	23	63	40
76	0	81	-2	-40	13	5	122	118
56	-4	97	0	52	-2	41	45	4
56	1	99	0	50	16	42	49	8
104	7	105	7	70	0	1	35	34
101	-3	102	-4	72	0	1	29	28
56	0	96	-1	44	0	40	52	12
56	0	81	0	-10	-3	25	92	66
55	-1	79	-4	20	-12	24	59	34
56	0	79	0	-2	-24	24	82	58
55	0	95	0	36	13	40	59	20
81	-2	84	0	-18	-30	4	103	98
81	0	84	0	-12	29	4	97	94
55	0	96	0	46	23	41	50	8
79	0	83	0	-40	3	4	125	120
55	0	82	1	-10	0	26	92	66
56	0	92	0	-2	-4	36	95	58
56	0	78	0	8	-19	22	70	48
55	0	77	0	-14	-4	21	92	70
56	0	96	0	52	-3	40	44	4
56	0	81	0	-20	-4	25	102	76
55	0	82	0	-42	-9	26	126	100
55	0	78	0	0	-3	23	78	56
105	-1	106	2	70	0	2	36	34
56	4	96	0	52	10	40	44	4
79	2	83	0	-42	-19	4	126	122
56	0	78	5	-22	0	22	101	80
55	0	83	5	-24	0	27	108	82
55	0	77	-2	28	0	21	48	28
55	-1	79	0	16	0	23	63	40
56	3	99	0	38	0	43	60	18
56	0	93	-7	50	0	37	44	6
80	0	85	6	-40	10	5	126	122
55	0	92	0	-4	22	36	97	60
55	0	77	0	6	-11	22	72	50
83	0	86	0	-4	0	3	92	88
56	0	81	4	-22	0	25	104	80
56	4	98	-4	42	0	42	57	14
55	0	95	-2	50	0	40	46	6
55	0	96	0	46	9	41	50	8
70	57	82	0	-42	-4	12	126	114
56	0	78	0	44	1	22	34	12
55	-1	79	-8	20	-13	23	58	34
84	6	89	0	6	-6	5	84	78
56	-1	98	4	50	23	42	49	6
79	6	83	1	-40	13	4	124	120
85	-3	88	0	2	-25	3	86	82
54	4	77	0	28	0	23	48	26
56	2	81	4	-4	0	25	86	62
55	0	82	0	-32	9	26	115	90
85	0	88	-3	6	0	3	83	80
37	-38	106	-104	30	-17	69	75	6
55	0	95	-2	50	-10	40	46	6
55	0	92	0	46	-3	37	46	8
56	0	77	0	-22	23	21	100	80
82	1	86	0	-6	0	3	94	90
78	-2	82	0	-40	0	4	123	120
78	0	82	-2	-40	0	4	123	120
107	-2	108	-2	70	-28	1	38	38
56	4	95	0	44	26	40	51	12
56	0	77	0	10	5	22	67	46
56	0	78	0	12	19	22	65	42
55	0	82	0	-24	-16	26	108	82
55	0	95	0	46	27	40	49	8
102	0	103	0	72	24	1	31	30
55	0	93	0	50	25	37	44	6
56	0	77	0	20	-28	22	57	36
56	0	79	0	12	11	23	66	42
55	0	92	0	30	-7	37	61	24
107	-2	108	-1	70	-23	1	38	38
55	0	98	-3	50	18	42	49	6
106	0	107	-5	70	0	1	37	36
84	1	87	0	-4	0	3	92	88
55	0	82	0	-38	-6	26	121	94
76	0	81	8	-40	9	5	122	116
56	-2	97	2	42	-16	41	56	14
55	0	78	-1	0	-3	23	78	56
56	0	96	4	34	0	40	62	22
55	-4	96	0	50	0	41	47	6
107	-4	108	0	70	0	1	38	36
56	0	76	0	-12	-19	20	89	68
80	1	84	0	-28	0	4	112	108
85	0	89	0	6	26	4	84	80
56	0	96	-2	52	-1	40	44	4
56	0	79	-1	6	-3	23	74	50
56	0	97	-2	52	1	41	45	4
56	0	93	2	46	0	37	46	10
55	0	77	1	-18	8	21	95	74
56	0	97	0	52	21	41	46	4
80	-4	84	0	-14	0	4	99	96
85	0	88	1	-2	0	3	91	88
55	0	78	0	6	-31	23	73	50
55	-1	79	-6	20	-20	24	59	34
83	0	86	0	-6	-21	3	94	90
56	1	77	0	16	-1	22	62	40
55	0	78	0	24	-24	23	55	32
55	0	96	1	42	-5	41	55	14
55	0	82	0	-12	-13	26	95	68
56	5	80	0	-2	4	24	83	58
105	0	106	-3	72	8	1	34	34
55	1	96	4	50	0	41	47	6
56	0	77	0	-10	5	21	87	66
55	0	77	-4	28	-12	21	48	28
76	2	81	1	-40	11	5	122	118
55	0	83	0	-30	-2	27	114	86
55	2	72	-13	0	1	17	72	56
81	0	84	0	-22	-13	4	108	104
56	5	96	0	50	1	40	47	8
55	0	78	-1	8	1	23	70	48
79	0	83	0	-30	38	4	114	110
55	-4	80	-2	20	-7	25	59	34
55	0	92	0	-4	5	36	97	60
83	0	86	0	-2	21	3	89	86
56	1	98	0	44	-1	42	54	12
55	0	79	0	16	-18	23	63	40
55	0	77	-7	16	10	22	62	40
56	0	76	0	-2	3	20	79	58
56	0	76	-4	-18	0	20	94	74
55	0	95	0	46	-15	40	49	8
56	0	97	0	44	-14	41	53	12
55	-1	76	2674	-22	14	21	99	78
56	0	95	0	50	6	40	46	6
55	0	79	0	8	-16	23	71	48
85	0	88	-114	0	0	3	88	84
56	0	97	-6	46	0	41	50	10
56	0	97	-3	46	0	41	50	10
55	0	77	0	12	-11	22	65	42
80	0	84	0	-36	5	4	120	116
55	0	77	0	10	-18	21	66	46
81	-3	84	0	-22	-2	4	108	104
55	0	95	0	36	29	40	59	20
55	0	77	3	-10	0	22	88	66
55	0	96	3	44	26	41	52	12
56	4	97	-4	46	0	41	51	10
55	0	83	0	-28	1	27	111	84
55	0	95	-1	52	21	40	44	4
55	0	76	0	-22	3	21	99	78
105	0	106	-1	70	0	1	36	34
