35.7709	34.396	35.2249	46.2393	44.4036	41.0473	37.5561	26.6758	25.0044	17.2235	21.7889	23.8187	28.0992	29.2357	32.1344	43.1505	44.4259	38.6312	32.2653	34.8402	25.9655	23.7696	18.9009	12.8192	20.8196	29.5038	35.8682	39.2315	46.9979	44.0014	37.8552	41.0403	29.2411	25.4182	19.957	11.8583	22.3583	21.6046	31.2824	34.6503	44.6238	38.333	47.4585	40.0818	29.08	27.5489	17.7724	16.1624	22.6897	22.0356	23.0995	24.5427	39.3011	42.2501	36.4959	46.0779	41.5371	32.4859	30.7772	24.5854
24.9706	33.8315	46.9423	42.5033	40.0592	38.257	30.9737	24.2685	19.5559	14.9595	13.9613	25.8069	33.8766	35.1541	35.0888	39.9575	39.8964	39.9479	35.3773	24.5035	23.8026	11.6346	19.4908	22.7429	27.3762	36.2696	42.7262	39.0815	46.3881	44.5109	37.7187	26.2496	23.0347	22.8681	10.9314	24.4129	30.0701	27.9194	42.9813	38.2759	40.5399	41.9338	34.0903	28.2374	17.3099	17.0727	14.5014	19.3736	25.3264	26.866	31.4218	40.1772	40.7762	36.4066	43.8886	26.3209	30.8269	24.1889	11.4137	13.1961
35.5351	41.7067	39.1705	48.3964	38.6103	34.5755	39.4181	29.1601	21.1805	20.4808	14.5935	24.265	26.4578	28.9629	31.7837	45.5757	48.4191	46.4321	35.8598	35.509	22.1924	23.3135	23.2302	22.6636	19.3221	17.248	27.1418	39.0091	45.7347	42.0011	44.5071	43.5643	35.0768	23.3575	20.7055	19.9759	18.6236	18.7408	27.4668	26.2064	35.5579	39.407	44.8076	48.1086	45.3199	36.0476	32.956	27.4532	15.7995	13.0734	22.8846	15.4841	32.6882	30.0856	42.1698	48.2339	46.0566	37.7721	37.2248	32.9494
24.2104	41.7679	45.2228	43.7762	48.8175	42.4056	33.754	27.3527	21.9765	22.2249	14.6318	13.2447	25.9956	22.9981	36.5781	39.1692	48.3092	44.9226	44.9275	33.9707	33.7175	25.0466	19.1417	16.1412	10.5987	24.3277	18.0507	26.8056	39.6169	45.4319	42.7228	40.7078	34.2781	36.3512	30.5172	21.4045	15.7467	13.948	14.5696	21.9495	22.5105	32.4536	43.0862	41.8163	38.1183	46.5417	35.1324	27.1443	19.4728	22.2505	14.7018	16.1907	21.4407	21.923	30.5317	41.065	44.3438	45.9355	40.3084	45.0065
31.5555	33.8108	47.7598	40.4056	34.2128	26.8555	30.1153	13.082	19.8027	19.3834	26.7693	31.8521	40.1876	39.8323	43.9535	37.7174	24.2572	23.6006	13.4661	16.1605	16.1841	32.2748	40.7452	41.001	42.0267	47.4836	31.6293	31.7157	19.3745	11.8441	12.0783	25.5561	35.7218	43.9844	48.6975	38.1681	35.859	34.6789	30.3785	23.1508	14.7885	20.0223	27.5827	38.2921	35.1351	43.0436	45.1359	31.75	29.2927	16.4292	21.88	13.8714	22.6016	26.2231	37.3841	45.987	43.623	43.531	35.1972	23.164
28.8411	34.9491	42.3064	35.1881	38.3215	29.9606	28.558	27.0297	14.1518	17.7457	21.4327	32.0057	31.228	35.0438	40.8649	35.6725	36.6971	28.3977	24.3614	25.5593	21.4584	23.9996	33.867	32.3959	43.1704	35.3792	35.4439	31.3646	29.4939	15.915	22.5751	18.7745	23.6087	29.5751	32.7677	39.0122	33.9751	30.6442	27.6479	23.5429	17.0723	23.2724	17.5351	33.1531	33.144	43.3795	38.0439	38.498	34.6423	27.5154	28.0469	22.7719	17.6894	24.643	35.0257	32.2925	41.6378	38.8235	40.2336	28.6438
28.4004	39.8835	40.4039	42.5002	42.7544	32.9513	29.7748	20.6785	16.1984	15.6932	22.6271	35.4492	41.4701	45.5868	42.5029	33.1578	33.9853	19.0391	14.6295	15.2926	24.0683	24.7247	37.9322	47.5312	47.9608	38.2376	33.4948	31.8874	17.4009	14.9492	15.003	23.2439	26.7731	34.7717	40.3571	38.0118	39.9174	35.4881	24.5046	21.6087	14.4941	14.8137	24.6532	35.3538	40.324	47.4154	39.0893	39.7996	24.0185	18.8891	14.1087	10.7992	24.6741	23.5884	32.7261	43.0726	49.6394	44.2687	32.6956	26.7285
34.5403	36.1093	40.7151	40.9382	35.0919	35.817	38.3182	24.3964	23.4916	19.8293	22.4225	19.2891	21.3046	27.446	35.0779	37.4223	36.561	37.2467	34.3636	36.4961	31.5585	28.1344	24.4481	23.8918	18.6707	16.1746	18.007	25.585	30.6991	32.8416	38.4103	42.7735	43.9582	38.6373	37.5257	32.3157	23.3608	27.6761	24.5498	25.1861	26.093	19.739	29.0946	32.1618	37.8563	34.0971	44.6772	39.5753	39.681	30.0522	23.1454	23.7854	21.3468	22.8669	23.0587	27.3852	30.9244	32.8075	37.6391	38.2598
28.2605	33.4574	43.3897	41.2148	37.1533	33.4367	30.1819	25.1225	18.3349	20.6586	25.602	33.0963	43.5086	41.2493	42.5565	39.4724	28.1088	20.038	20.8383	20.7693	19.1773	21.728	28.683	45.8125	40.7795	44.9571	35.8433	33.54	20.4141	16.7765	18.4715	25.156	29.8314	38.2776	42.4148	37.2415	43.5514	33.5848	27.1955	25.4418	21.9488	13.721	18.8011	31.3587	38.3525	38.5398	46.2625	41.0847	34.1759	30.2528	21.4883	19.2692	18.9633	20.6217	26.7159	36.1302	39.6474	38.9016	38.3285	26.839
24.8898	38.805	37.92	43.1023	39.3679	39.0897	38.8469	33.6141	23.222	23.3015	15.7651	22.7762	14.1679	22.2549	24.9245	33.5719	33.8683	43.823	41.0436	46.3503	42.8637	33.6655	31.6634	20.0828	18.4649	14.0268	21.8696	24.6858	24.1681	32.5447	38.9398	35.0152	38.5666	47.4021	38.5867	39.4744	26.4805	23.5885	16.2014	22.7814	20.9013	18.7308	17.3381	24.0946	27.3654	39.5289	37.2888	42.1669	37.6379	43.4843	36.268	32.773	19.8359	17.9304	20.1922	22.3295	20.9811	27.9966	27.5978	31.8755
