0.80658	0.60648	0.80464	0.6088	0.80464	0.61111	0.80271	0.61111	0.80271	0.59491	0.80658	0.55324	0.81044	0.50694	0.81238	0.46759	0.81818	0.42593	0.82398	0.38426	0.83366	0.34954	0.83946	0.31944	0.84526	0.29167	0.84526	0.28472	0.84526	0.30093	0.84139	0.34028	0.83559	0.38889	0.82979	0.43287	0.82205	0.47222	0.81625	0.51157	0.81625	0.53704	0.81625	0.56481	0.82205	0.5787	0.82592	0.59028	0.82592	0.60417	0.82785	0.61574	0.83172	0.60648	0.83366	0.58565	0.82205	0.57407	0.82398	0.54861	0.82979	0.50694	0.84139	0.46991	0.853	0.43287	0.86267	0.39815	0.87234	0.36574	0.88008	0.34028	0.88975	0.31944	0.89362	0.30324	0.89555	0.29398	0.89168	0.31019	0.88201	0.34028	0.86847	0.38426	0.85493	0.42824	0.8472	0.46759	0.83946	0.49537
0.73501	0.60648	0.73501	0.6088	0.73501	0.6088	0.73501	0.60648	0.73694	0.59491	0.73694	0.57176	0.73114	0.55324	0.7234	0.53241	0.72147	0.49306	0.71567	0.43519	0.70793	0.37037	0.70406	0.3125	0.70406	0.26389	0.69826	0.22222	0.69632	0.19907	0.69826	0.21296	0.69826	0.26157	0.69632	0.31944	0.70019	0.37269	0.706	0.43287	0.70793	0.48148	0.71373	0.52546	0.72147	0.55556	0.7234	0.58102	0.70986	0.6088	0.706	0.625	0.70793	0.62731	0.71373	0.61806	0.72534	0.59491	0.73308	0.56713	0.72921	0.53935	0.72534	0.49537	0.7176	0.44444	0.70986	0.38657	0.70019	0.33102	0.69052	0.27546	0.68472	0.22454	0.67505	0.18287	0.66731	0.16667	0.66925	0.18519	0.67698	0.23611	0.68472	0.30093	0.69439	0.37037	0.70406	0.44676	0.7118	0.50926
0.75242	0.62963	0.74855	0.63426	0.74662	0.63657	0.74468	0.63657	0.74855	0.62731	0.75822	0.59954	0.75822	0.58565	0.75822	0.57407	0.76402	0.54861	0.76596	0.50463	0.76596	0.46065	0.76402	0.42361	0.76209	0.38657	0.75822	0.34259	0.74662	0.2963	0.73308	0.25	0.7176	0.21528	0.70019	0.19676	0.68859	0.20602	0.68279	0.25	0.68665	0.31019	0.69826	0.37963	0.70793	0.44444	0.71567	0.49306	0.7176	0.53241	0.72147	0.5625	0.73114	0.57407	0.73888	0.57407	0.74081	0.5625	0.74468	0.53472	0.74275	0.49074	0.73501	0.44213	0.72727	0.39583	0.71954	0.35648	0.7118	0.31713	0.70793	0.27546	0.70793	0.23148	0.70793	0.2037	0.70793	0.2037	0.70406	0.23148	0.70406	0.28241	0.70406	0.33796	0.70793	0.40046	0.70793	0.46296	0.70213	0.5162
0.46035	0.68287	0.46035	0.68287	0.46228	0.68287	0.45841	0.67593	0.44874	0.625	0.44487	0.56019	0.43714	0.48611	0.42747	0.41898	0.41199	0.3588	0.40232	0.30787	0.39845	0.27083	0.40039	0.24537	0.40039	0.23843	0.39845	0.25926	0.39458	0.30556	0.39458	0.37269	0.39845	0.44907	0.40426	0.51852	0.41779	0.5787	0.4294	0.63657	0.43907	0.67824	0.45455	0.70833	0.45841	0.71991	0.46422	0.72454	0.46422	0.71991	0.45068	0.69676	0.44487	0.63426	0.44101	0.5625	0.43133	0.47454	0.41973	0.3912	0.41006	0.32176	0.40039	0.27315	0.39072	0.23843	0.38878	0.21759	0.38685	0.20833	0.38104	0.20833	0.38104	0.22222	0.38491	0.25463	0.38878	0.31713	0.39652	0.40046	0.40619	0.49306	0.41973	0.57639	0.4236	0.65278	0.42166	0.68519	0.42166	0.6875
0.72921	0.56481	0.72921	0.56481	0.72921	0.56481	0.72727	0.56713	0.72727	0.56481	0.72727	0.56944	0.72534	0.5787	0.72147	0.60185	0.71954	0.58333	0.72921	0.4838	0.73694	0.34954	0.74081	0.21296	0.73694	0.092593	0.73114	0.018519	0.72727	0.018519	0.72727	0.0625	0.72727	0.12269	0.72727	0.21296	0.72921	0.32176	0.73114	0.43981	0.73888	0.55093	0.74662	0.6412	0.76209	0.67361	0.77176	0.68981	0.76209	0.68056	0.74662	0.64352	0.73114	0.53472	0.71954	0.42361	0.71567	0.32639	0.7118	0.22454	0.7176	0.12269	0.72727	0.041667	0.73114	0.0	0.72921	0.0	0.73308	0.030093	0.72921	0.085648	0.73501	0.16667	0.73694	0.26389	0.74081	0.3588	0.75242	0.45139	0.75435	0.5463	0.75629	0.61111	0.7795	0.66667	0.80851	0.69907	0.80464	0.68981
0.78917	0.65509	0.78917	0.65972	0.78917	0.65741	0.78917	0.65741	0.7911	0.65741	0.7911	0.65278	0.7911	0.65046	0.7853	0.63889	0.77756	0.60417	0.77369	0.54398	0.77176	0.47454	0.77176	0.40741	0.77563	0.35185	0.77563	0.30324	0.77756	0.26389	0.7795	0.22917	0.78143	0.21065	0.78143	0.2037	0.7795	0.21296	0.77563	0.23843	0.76983	0.28241	0.76209	0.33333	0.76015	0.39815	0.75822	0.46759	0.75435	0.53009	0.75629	0.58796	0.76402	0.62269	0.76789	0.65972	0.76402	0.69676	0.75822	0.71991	0.75629	0.72917	0.75435	0.73148	0.75629	0.7338	0.76015	0.71991	0.76596	0.69907	0.76983	0.65972	0.76789	0.62037	0.76596	0.5787	0.77176	0.5162	0.7795	0.44907	0.7853	0.39583	0.7911	0.34259	0.79884	0.29861	0.80271	0.2662	0.80464	0.23611
0.59961	0.72685	0.60155	0.72917	0.59768	0.72917	0.60348	0.71065	0.60928	0.66898	0.59381	0.62037	0.59188	0.55556	0.59574	0.50926	0.59381	0.42824	0.60155	0.35417	0.60348	0.27778	0.59961	0.21296	0.58994	0.18981	0.58414	0.22454	0.58994	0.29167	0.58414	0.35648	0.58221	0.41898	0.58027	0.48148	0.58801	0.53241	0.59574	0.56019	0.60542	0.58796	0.62282	0.62269	0.62863	0.65509	0.62669	0.67824	0.62669	0.68287	0.6325	0.65972	0.62282	0.63426	0.61509	0.62731	0.61702	0.55093	0.62282	0.4838	0.62089	0.41898	0.60928	0.34722	0.59381	0.28704	0.58607	0.24074	0.5648	0.19907	0.55126	0.19213	0.54739	0.21528	0.54545	0.27546	0.53578	0.33102	0.54545	0.38426	0.5648	0.44444	0.58221	0.50231	0.59188	0.5625	0.58994	0.60417	0.59381	0.61343
0.68085	0.73843	0.68279	0.73843	0.68085	0.73843	0.68472	0.73611	0.68859	0.72685	0.70019	0.7037	0.71373	0.66898	0.70793	0.61343	0.67311	0.54398	0.66151	0.5	0.66538	0.4375	0.65957	0.375	0.63443	0.29861	0.62669	0.22222	0.60928	0.18519	0.59574	0.17593	0.60735	0.20833	0.61122	0.29398	0.62476	0.38657	0.64797	0.47222	0.65184	0.51389	0.67118	0.56481	0.67505	0.59954	0.67311	0.63657	0.66538	0.67824	0.66151	0.69907	0.65764	0.6875	0.66538	0.62269	0.64023	0.5787	0.64217	0.50231	0.64023	0.40509	0.63636	0.31944	0.63443	0.26389	0.63443	0.21991	0.62282	0.18287	0.61122	0.1875	0.61315	0.24537	0.60928	0.31481	0.61509	0.39583	0.61122	0.46296	0.61122	0.51852	0.62476	0.56713	0.64603	0.59028	0.66538	0.62037	0.66925	0.64583
0.61702	0.75	0.62089	0.74537	0.61896	0.74769	0.61702	0.75	0.61509	0.75	0.61509	0.7338	0.62282	0.68287	0.61702	0.61343	0.60928	0.53704	0.59381	0.4537	0.58607	0.36574	0.59768	0.2662	0.61315	0.17824	0.62282	0.15046	0.61509	0.20139	0.60542	0.25463	0.59574	0.30556	0.60155	0.34954	0.60542	0.3912	0.60348	0.43519	0.59961	0.48611	0.60348	0.53241	0.60348	0.56481	0.61509	0.60185	0.62863	0.64815	0.6499	0.67593	0.65764	0.69907	0.65184	0.67824	0.6325	0.63657	0.62476	0.58102	0.61509	0.52083	0.60542	0.46759	0.59381	0.41204	0.58221	0.34722	0.5706	0.28704	0.56867	0.22685	0.55899	0.19907	0.55319	0.23611	0.54352	0.31019	0.54932	0.36574	0.5706	0.41898	0.58027	0.46065	0.57834	0.50463	0.58221	0.55556	0.58801	0.58102
0.60155	0.75463	0.60155	0.75463	0.59961	0.75694	0.60155	0.75694	0.59961	0.75694	0.59768	0.75694	0.60155	0.75694	0.59961	0.75694	0.59961	0.75694	0.59961	0.75694	0.59961	0.75694	0.59961	0.75694	0.60155	0.75694	0.59961	0.75694	0.59961	0.75694	0.60155	0.75694	0.60155	0.75694	0.60155	0.75694	0.60155	0.75694	0.59961	0.75694	0.59961	0.75926	0.59961	0.75694	0.60155	0.75694	0.59961	0.75694	0.60542	0.75694	0.60155	0.75463	0.60155	0.75463	0.60348	0.75463	0.59961	0.75463	0.60348	0.75463	0.60348	0.75463	0.60155	0.75463	0.60155	0.75463	0.60155	0.75463	0.59961	0.75463	0.60155	0.75463	0.60348	0.75463	0.60348	0.75463	0.60155	0.75463	0.60348	0.75463	0.60542	0.75231	0.60348	0.75463	0.60348	0.75463	0.60542	0.75463	0.60735	0.75463
