56.840565	49.96883
56.175808	51.027695
46.262535	47.484318
46.083443	47.620274
46.16233	47.451157
46.131866	47.5884
45.91313	47.905334
45.494022	48.956482
45.8384	48.034622
45.69411	47.512135
46.116096	47.54735
56.28698	48.955383
39.92281	51.25816
55.652306	48.989677
39.55658	52.123985
39.449455	52.317776
40.348164	50.987312
40.39808	50.96639
56.10548	49.226597
55.93577	48.632328
56.22107	49.281773
55.80458	49.467293
56.184013	48.855568
56.47338	48.995876
56.52578	48.96139
56.472157	49.129738
24.99815	35.863396
45.250565	49.8254
56.96556	50.71585
45.48718	47.905685
45.12663	47.63011
44.801956	47.981422
56.926205	49.31038
56.80423	49.16561
56.205853	48.905937
55.597282	48.88349
55.963516	48.763233
55.793922	48.76932
54.38996	52.88655
24.976982	35.925476
44.297703	49.867
24.879856	36.05942
44.279766	49.957146
24.952785	36.042263
24.89783	35.987396
57.037907	51.32375
44.671734	49.795105
57.04608	51.359882
56.695156	49.61478
56.611237	49.55952
44.509193	47.46253
44.458935	47.53153
45.58114	47.728004
45.5703	47.686344
45.373848	47.612648
45.634968	47.61546
40.365852	51.001568
40.278397	51.556858
57.296894	51.170326
56.789486	50.697693
44.966232	47.847485
57.21557	51.147526
57.33931	51.057793
43.311253	49.202152
57.56649	50.700882
57.152786	50.908875
57.57444	50.783993
57.152187	50.979202
57.19192	50.943516
57.22787	51.09211
57.522842	50.776073
57.424564	51.055027
57.44244	51.068176
57.43658	51.03716
43.546574	49.22169
45.450558	47.71534
56.73826	50.91674
39.46491	52.254406
40.02265	50.90471
57.37453	50.951794
56.556717	50.872643
56.925037	51.11139
43.48098	49.282253
57.091755	51.06579
44.244396	50.174667
44.333073	50.200367
57.59821	50.767567
57.195072	51.007633
45.461056	48.975246
45.381172	47.650517
45.659374	48.238873
43.58791	48.95715
55.631855	48.90501
55.594357	48.913395
24.655642	36.201584
56.604294	51.120094
45.113445	47.471046
45.03108	47.54394
56.319546	50.653973
25.016563	35.88946
45.157944	47.577015
56.51444	50.82685
43.809772	49.053062
44.87595	47.712666
43.55653	49.185905
55.73961	48.730183
55.60588	48.679558
45.482964	47.703987
56.82731	50.02822
56.405228	48.98134
56.043392	48.718525
55.77321	48.703354
43.51484	49.296535
43.560814	49.23827
45.535027	47.55236
44.88294	48.31528
44.919167	47.818245
44.897915	47.863228
44.84692	48.06407
44.94492	47.799
45.12144	47.777576
45.30851	47.72823
39.510544	50.573013
39.419453	50.48449
39.447395	50.516094
39.392757	50.45674
39.98781	50.98336
40.054443	51.020184
56.28481	50.959255
56.880817	51.07266
44.754795	47.904804
45.516605	47.614277
45.329494	47.570835
55.847538	48.798588
55.632496	48.69111
56.745182	49.439198
56.728077	49.359367
46.046738	47.592915
46.040787	47.59497
25.068514	35.959415
24.994528	36.011303
24.984688	35.982567
25.100563	36.001038
45.43917	47.83141
45.521835	48.12029
45.610893	47.823555
45.163925	48.319706
39.86558	51.176018
55.535133	48.588623
55.480732	48.5968
55.51532	48.6004
55.641907	48.656376
40.10683	50.74619
40.02094	50.822357
40.046253	50.752647
56.418056	49.07147
56.06882	48.833843
56.544834	49.074356
56.45562	49.002167
44.566452	47.397022
56.457222	49.013054
56.461998	49.05016
56.460045	49.009605
55.7265	49.05405
56.825245	49.835037
56.76658	49.791985
56.823875	49.909843
56.85997	49.830284
56.754078	49.84269
45.465897	47.613007
44.441265	47.399303
44.31352	47.50287
44.45721	47.51392
44.413864	47.51908
56.85857	49.224495
44.66133	47.421944
56.942776	51.20866
45.452496	47.734337
56.672745	49.207005
56.23569	50.906544
56.928265	50.10527
56.994022	50.510662
57.479206	50.646324
39.459164	52.60033
42.999783	49.670944
39.324566	52.606724
43.033195	49.270332
43.105545	49.26456
43.33638	49.325066
57.12462	51.250317
57.172775	51.196125
56.846004	50.486576
56.920216	50.64778
45.31621	48.17174
45.23678	48.300304
55.67627	48.69807
44.705597	47.6611
42.87432	49.18727
43.145382	49.19244
45.39317	47.523613
57.58811	50.85673
57.613476	50.866245
57.445446	51.097805
57.576836	50.759796
57.576824	50.78606
55.111065	52.653763
42.534744	52.351704
39.316673	52.536835
55.12009	52.660618
39.430397	52.602577
39.372166	52.634552
39.458958	52.512806
39.34656	52.562557
39.414585	52.53042
43.73793	51.5727
43.88012	51.684246
43.003956	52.38487
42.98361	52.34865
42.505894	52.09686
42.873222	52.33176
42.96871	52.391144
45.269547	50.25108
55.63927	52.13587
56.524387	51.415154
39.6613	52.458275
54.798492	52.978764
54.541897	52.69358
55.133	52.74197
55.254436	52.57609
55.614597	52.191525
55.590954	52.164715
44.29475	50.43029
